source_file,entity_type,entity_id,source_column,metadata_category,metadata_value
customers.csv,Customer,DUMON,city,city,Nantes
customers.csv,Customer,DUMON,postalCode,postal_code,44000
customers.csv,Customer,EASTC,country,country,UK
customers.csv,Customer,EASTC,city,city,London
customers.csv,Customer,EASTC,postalCode,postal_code,WX3 6FW
customers.csv,Customer,ERNSH,country,country,Austria
customers.csv,Customer,ERNSH,city,city,Graz
customers.csv,Customer,ERNSH,postalCode,postal_code,8010
customers.csv,Customer,FAMIA,country,country,Brazil
customers.csv,Customer,FAMIA,region,region,SP
customers.csv,Customer,FAMIA,city,city,Sao Paulo
customers.csv,Customer,FAMIA,postalCode,postal_code,05442-030
customers.csv,Customer,FISSA,country,country,Spain
customers.csv,Customer,FISSA,city,city,Madrid
customers.csv,Customer,FISSA,postalCode,postal_code,28034
customers.csv,Customer,FOLIG,country,country,France
customers.csv,Customer,FOLIG,city,city,Lille
customers.csv,Customer,FOLIG,postalCode,postal_code,59000
customers.csv,Customer,FOLKO,country,country,Sweden
customers.csv,Customer,FOLKO,city,city,Bräcke
customers.csv,Customer,FOLKO,postalCode,postal_code,S-844 67
customers.csv,Customer,FRANK,country,country,Germany
customers.csv,Customer,FRANK,city,city,München
customers.csv,Customer,FRANK,postalCode,postal_code,80805
customers.csv,Customer,FRANR,country,country,France
customers.csv,Customer,FRANR,city,city,Nantes
customers.csv,Customer,FRANR,postalCode,postal_code,44000
customers.csv,Customer,FRANS,country,country,Italy
customers.csv,Customer,FRANS,city,city,Torino
customers.csv,Customer,FRANS,postalCode,postal_code,10100
customers.csv,Customer,FURIB,country,country,Portugal
customers.csv,Customer,FURIB,city,city,Lisboa
customers.csv,Customer,FURIB,postalCode,postal_code,1675
customers.csv,Customer,GALED,country,country,Spain
customers.csv,Customer,GALED,city,city,Barcelona
customers.csv,Customer,GALED,postalCode,postal_code,8022
customers.csv,Customer,GODOS,country,country,Spain
customers.csv,Customer,GODOS,city,city,Sevilla
customers.csv,Customer,GODOS,postalCode,postal_code,41101
customers.csv,Customer,GOURL,country,country,Brazil
customers.csv,Customer,GOURL,region,region,SP
customers.csv,Customer,GOURL,city,city,Campinas
customers.csv,Customer,GOURL,postalCode,postal_code,04876-786
customers.csv,Customer,GREAL,country,country,USA
customers.csv,Customer,GREAL,region,region,OR
customers.csv,Customer,GREAL,city,city,Eugene
customers.csv,Customer,GREAL,postalCode,postal_code,97403
customers.csv,Customer,GROSR,country,country,Venezuela
customers.csv,Customer,GROSR,region,region,DF
customers.csv,Customer,GROSR,city,city,Caracas
customers.csv,Customer,GROSR,postalCode,postal_code,1081
customers.csv,Customer,HANAR,country,country,Brazil
customers.csv,Customer,HANAR,region,region,RJ
customers.csv,Customer,HANAR,city,city,Rio de Janeiro
customers.csv,Customer,HANAR,postalCode,postal_code,05454-876
customers.csv,Customer,HILAA,country,country,Venezuela
customers.csv,Customer,HILAA,region,region,Táchira
customers.csv,Customer,HILAA,city,city,San Cristóbal
customers.csv,Customer,HILAA,postalCode,postal_code,5022
customers.csv,Customer,HUNGC,country,country,USA
customers.csv,Customer,HUNGC,region,region,OR
customers.csv,Customer,HUNGC,city,city,Elgin
customers.csv,Customer,HUNGC,postalCode,postal_code,97827
customers.csv,Customer,HUNGO,country,country,Ireland
customers.csv,Customer,HUNGO,region,region,Co. Cork
customers.csv,Customer,HUNGO,city,city,Cork
customers.csv,Customer,ISLAT,country,country,UK
customers.csv,Customer,ISLAT,region,region,Isle of Wight
customers.csv,Customer,ISLAT,city,city,Cowes
customers.csv,Customer,ISLAT,postalCode,postal_code,PO31 7PJ
customers.csv,Customer,KOENE,country,country,Germany
customers.csv,Customer,KOENE,city,city,Brandenburg
customers.csv,Customer,KOENE,postalCode,postal_code,14776
customers.csv,Customer,LACOR,country,country,France
customers.csv,Customer,LACOR,city,city,Versailles
customers.csv,Customer,LACOR,postalCode,postal_code,78000
customers.csv,Customer,LAMAI,country,country,France
customers.csv,Customer,LAMAI,city,city,Toulouse
customers.csv,Customer,LAMAI,postalCode,postal_code,31000
customers.csv,Customer,LAUGB,country,country,Canada
customers.csv,Customer,LAUGB,region,region,BC
customers.csv,Customer,LAUGB,city,city,Vancouver
customers.csv,Customer,LAUGB,postalCode,postal_code,V3F 2K1
customers.csv,Customer,LAZYK,country,country,USA
customers.csv,Customer,LAZYK,region,region,WA
customers.csv,Customer,LAZYK,city,city,Walla Walla
customers.csv,Customer,LAZYK,postalCode,postal_code,99362
customers.csv,Customer,LEHMS,country,country,Germany
customers.csv,Customer,LEHMS,city,city,Frankfurt a.M.
customers.csv,Customer,LEHMS,postalCode,postal_code,60528
customers.csv,Customer,LETSS,country,country,USA
customers.csv,Customer,LETSS,region,region,CA
customers.csv,Customer,LETSS,city,city,San Francisco
customers.csv,Customer,LETSS,postalCode,postal_code,94117
customers.csv,Customer,LILAS,country,country,Venezuela
customers.csv,Customer,LILAS,region,region,Lara
customers.csv,Customer,LILAS,city,city,Barquisimeto
customers.csv,Customer,LILAS,postalCode,postal_code,3508
customers.csv,Customer,LINOD,country,country,Venezuela
customers.csv,Customer,LINOD,region,region,Nueva Esparta
customers.csv,Customer,LINOD,city,city,I. de Margarita
customers.csv,Customer,LINOD,postalCode,postal_code,4980
customers.csv,Customer,LONEP,country,country,USA
customers.csv,Customer,LONEP,region,region,OR
customers.csv,Customer,LONEP,city,city,Portland
customers.csv,Customer,LONEP,postalCode,postal_code,97219
customers.csv,Customer,MAGAA,country,country,Italy
customers.csv,Customer,MAGAA,city,city,Bergamo
customers.csv,Customer,MAGAA,postalCode,postal_code,24100
customers.csv,Customer,MAISD,country,country,Belgium
customers.csv,Customer,MAISD,city,city,Bruxelles
customers.csv,Customer,MAISD,postalCode,postal_code,B-1180
customers.csv,Customer,MEREP,country,country,Canada
customers.csv,Customer,MEREP,region,region,Québec
customers.csv,Customer,MEREP,city,city,Montréal
customers.csv,Customer,MEREP,postalCode,postal_code,H1J 1C3
customers.csv,Customer,MORGK,country,country,Germany
customers.csv,Customer,MORGK,city,city,Leipzig
customers.csv,Customer,MORGK,postalCode,postal_code,4179
customers.csv,Customer,NORTS,country,country,UK
customers.csv,Customer,NORTS,city,city,London
customers.csv,Customer,NORTS,postalCode,postal_code,SW7 1RZ
customers.csv,Customer,OCEAN,country,country,Argentina
customers.csv,Customer,OCEAN,city,city,Buenos Aires
customers.csv,Customer,OCEAN,postalCode,postal_code,1010
customers.csv,Customer,OLDWO,country,country,USA
customers.csv,Customer,OLDWO,region,region,AK
customers.csv,Customer,OLDWO,city,city,Anchorage
customers.csv,Customer,OLDWO,postalCode,postal_code,99508
customers.csv,Customer,OTTIK,country,country,Germany
customers.csv,Customer,OTTIK,city,city,Köln
customers.csv,Customer,OTTIK,postalCode,postal_code,50739
customers.csv,Customer,PARIS,country,country,France
customers.csv,Customer,PARIS,city,city,Paris
customers.csv,Customer,PARIS,postalCode,postal_code,75012
customers.csv,Customer,PERIC,country,country,Mexico
customers.csv,Customer,PERIC,city,city,México D.F.
customers.csv,Customer,PERIC,postalCode,postal_code,5033
customers.csv,Customer,PICCO,country,country,Austria
customers.csv,Customer,PICCO,city,city,Salzburg
customers.csv,Customer,PICCO,postalCode,postal_code,5020
customers.csv,Customer,PRINI,country,country,Portugal
customers.csv,Customer,PRINI,city,city,Lisboa
customers.csv,Customer,PRINI,postalCode,postal_code,1756
customers.csv,Customer,QUEDE,country,country,Brazil
customers.csv,Customer,QUEDE,region,region,RJ
customers.csv,Customer,QUEDE,city,city,Rio de Janeiro
customers.csv,Customer,QUEDE,postalCode,postal_code,02389-673
customers.csv,Customer,QUEEN,country,country,Brazil
customers.csv,Customer,QUEEN,region,region,SP
customers.csv,Customer,QUEEN,city,city,Sao Paulo
customers.csv,Customer,QUEEN,postalCode,postal_code,05487-020
customers.csv,Customer,QUICK,country,country,Germany
customers.csv,Customer,QUICK,city,city,Cunewalde
customers.csv,Customer,QUICK,postalCode,postal_code,1307
customers.csv,Customer,RANCH,country,country,Argentina
customers.csv,Customer,RANCH,city,city,Buenos Aires
customers.csv,Customer,RANCH,postalCode,postal_code,1010
customers.csv,Customer,RATTC,country,country,USA
customers.csv,Customer,RATTC,region,region,NM
customers.csv,Customer,RATTC,city,city,Albuquerque
customers.csv,Customer,RATTC,postalCode,postal_code,87110
customers.csv,Customer,REGGC,country,country,Italy
customers.csv,Customer,REGGC,city,city,Reggio Emilia
customers.csv,Customer,REGGC,postalCode,postal_code,42100
customers.csv,Customer,RICAR,country,country,Brazil
customers.csv,Customer,RICAR,region,region,RJ
customers.csv,Customer,RICAR,city,city,Rio de Janeiro
customers.csv,Customer,RICAR,postalCode,postal_code,02389-890
customers.csv,Customer,RICSU,country,country,Switzerland
customers.csv,Customer,RICSU,city,city,Genève
customers.csv,Customer,RICSU,postalCode,postal_code,1203
customers.csv,Customer,ROMEY,country,country,Spain
customers.csv,Customer,ROMEY,city,city,Madrid
customers.csv,Customer,ROMEY,postalCode,postal_code,28001
customers.csv,Customer,SANTG,country,country,Norway
customers.csv,Customer,SANTG,city,city,Stavern
customers.csv,Customer,SANTG,postalCode,postal_code,4110
customers.csv,Customer,SAVEA,country,country,USA
customers.csv,Customer,SAVEA,region,region,ID
customers.csv,Customer,SAVEA,city,city,Boise
customers.csv,Customer,SAVEA,postalCode,postal_code,83720
customers.csv,Customer,SEVES,country,country,UK
customers.csv,Customer,SEVES,city,city,London
customers.csv,Customer,SEVES,postalCode,postal_code,OX15 4NB
customers.csv,Customer,SIMOB,country,country,Denmark
customers.csv,Customer,SIMOB,city,city,Kobenhavn
customers.csv,Customer,SIMOB,postalCode,postal_code,1734
customers.csv,Customer,SPECD,country,country,France
customers.csv,Customer,SPECD,city,city,Paris
customers.csv,Customer,SPECD,postalCode,postal_code,75016
customers.csv,Customer,SPLIR,country,country,USA
customers.csv,Customer,SPLIR,region,region,WY
customers.csv,Customer,SPLIR,city,city,Lander
customers.csv,Customer,SPLIR,postalCode,postal_code,82520
customers.csv,Customer,SUPRD,country,country,Belgium
customers.csv,Customer,SUPRD,city,city,Charleroi
customers.csv,Customer,SUPRD,postalCode,postal_code,B-6000
customers.csv,Customer,THEBI,country,country,USA
customers.csv,Customer,THEBI,region,region,OR
customers.csv,Customer,THEBI,city,city,Portland
customers.csv,Customer,THEBI,postalCode,postal_code,97201
customers.csv,Customer,THECR,country,country,USA
customers.csv,Customer,THECR,region,region,MT
customers.csv,Customer,THECR,city,city,Butte
customers.csv,Customer,THECR,postalCode,postal_code,59801
customers.csv,Customer,TOMSP,country,country,Germany
customers.csv,Customer,TOMSP,city,city,Münster
customers.csv,Customer,TOMSP,postalCode,postal_code,44087
customers.csv,Customer,TORTU,country,country,Mexico
customers.csv,Customer,TORTU,city,city,México D.F.
customers.csv,Customer,TORTU,postalCode,postal_code,5033
customers.csv,Customer,TRADH,country,country,Brazil
customers.csv,Customer,TRADH,region,region,SP
customers.csv,Customer,TRADH,city,city,Sao Paulo
customers.csv,Customer,TRADH,postalCode,postal_code,05634-030
customers.csv,Customer,TRAIH,country,country,USA
customers.csv,Customer,TRAIH,region,region,WA
customers.csv,Customer,TRAIH,city,city,Kirkland
customers.csv,Customer,TRAIH,postalCode,postal_code,98034
customers.csv,Customer,VAFFE,country,country,Denmark
customers.csv,Customer,VAFFE,city,city,Århus
customers.csv,Customer,VAFFE,postalCode,postal_code,8200
customers.csv,Customer,VICTE,country,country,France
customers.csv,Customer,VICTE,city,city,Lyon
customers.csv,Customer,VICTE,postalCode,postal_code,69004
customers.csv,Customer,VINET,country,country,France
customers.csv,Customer,VINET,city,city,Reims
customers.csv,Customer,VINET,postalCode,postal_code,51100
customers.csv,Customer,WANDK,country,country,Germany
customers.csv,Customer,WANDK,city,city,Stuttgart
customers.csv,Customer,WANDK,postalCode,postal_code,70563
customers.csv,Customer,WARTH,country,country,Finland
customers.csv,Customer,WARTH,city,city,Oulu
customers.csv,Customer,WARTH,postalCode,postal_code,90110
customers.csv,Customer,WELLI,country,country,Brazil
customers.csv,Customer,WELLI,region,region,SP
customers.csv,Customer,WELLI,city,city,Resende
customers.csv,Customer,WELLI,postalCode,postal_code,08737-363
customers.csv,Customer,WHITC,country,country,USA
customers.csv,Customer,WHITC,region,region,WA
customers.csv,Customer,WHITC,city,city,Seattle
customers.csv,Customer,WHITC,postalCode,postal_code,98128
customers.csv,Customer,WILMK,country,country,Finland
customers.csv,Customer,WILMK,city,city,Helsinki
customers.csv,Customer,WILMK,postalCode,postal_code,21240
customers.csv,Customer,WOLZA,country,country,Poland
customers.csv,Customer,WOLZA,city,city,Warszawa
customers.csv,Customer,WOLZA,postalCode,postal_code,01-012
suppliers.csv,Supplier,1,country,country,UK
suppliers.csv,Supplier,1,city,city,London
suppliers.csv,Supplier,1,postalCode,postal_code,EC1 4SD
suppliers.csv,Supplier,2,country,country,USA
suppliers.csv,Supplier,2,region,region,LA
suppliers.csv,Supplier,2,city,city,New Orleans
suppliers.csv,Supplier,2,postalCode,postal_code,70117
suppliers.csv,Supplier,3,country,country,USA
suppliers.csv,Supplier,3,region,region,MI
suppliers.csv,Supplier,3,city,city,Ann Arbor
suppliers.csv,Supplier,3,postalCode,postal_code,48104
suppliers.csv,Supplier,4,country,country,Japan
suppliers.csv,Supplier,4,city,city,Tokyo
suppliers.csv,Supplier,4,postalCode,postal_code,100
suppliers.csv,Supplier,5,country,country,Spain
suppliers.csv,Supplier,5,region,region,Asturias
suppliers.csv,Supplier,5,city,city,Oviedo
suppliers.csv,Supplier,5,postalCode,postal_code,33007
suppliers.csv,Supplier,6,country,country,Japan
suppliers.csv,Supplier,6,city,city,Osaka
suppliers.csv,Supplier,6,postalCode,postal_code,545
suppliers.csv,Supplier,7,country,country,3058
suppliers.csv,Supplier,7,region,region,Melbourne
suppliers.csv,Supplier,7,city,city,74 Rose St. Moonie Ponds
suppliers.csv,Supplier,7,postalCode,postal_code,Victoria
suppliers.csv,Supplier,8,country,country,M14 GSD
suppliers.csv,Supplier,8,region,region,Manchester
suppliers.csv,Supplier,8,city,city,29 King's Way
suppliers.csv,Supplier,9,country,country,Sweden
suppliers.csv,Supplier,9,city,city,Göteborg
suppliers.csv,Supplier,9,postalCode,postal_code,S-345 67
suppliers.csv,Supplier,10,country,country,Brazil
suppliers.csv,Supplier,10,city,city,Sao Paulo
suppliers.csv,Supplier,10,postalCode,postal_code,5442
suppliers.csv,Supplier,11,country,country,Germany
suppliers.csv,Supplier,11,city,city,Berlin
suppliers.csv,Supplier,11,postalCode,postal_code,10785
suppliers.csv,Supplier,12,country,country,Germany
suppliers.csv,Supplier,12,city,city,Frankfurt
suppliers.csv,Supplier,12,postalCode,postal_code,60439
suppliers.csv,Supplier,13,country,country,Germany
suppliers.csv,Supplier,13,city,city,Cuxhaven
suppliers.csv,Supplier,13,postalCode,postal_code,27478
suppliers.csv,Supplier,14,country,country,48100
suppliers.csv,Supplier,14,region,region,Ravenna
suppliers.csv,Supplier,14,city,city,75
suppliers.csv,Supplier,15,country,country,Norway
suppliers.csv,Supplier,15,city,city,Sandvika
suppliers.csv,Supplier,15,postalCode,postal_code,1320
suppliers.csv,Supplier,16,country,country,USA
suppliers.csv,Supplier,16,region,region,OR
suppliers.csv,Supplier,16,city,city,Bend
suppliers.csv,Supplier,16,postalCode,postal_code,97101
suppliers.csv,Supplier,17,country,country,Sweden
suppliers.csv,Supplier,17,city,city,Stockholm
suppliers.csv,Supplier,17,postalCode,postal_code,S-123 45
suppliers.csv,Supplier,18,country,country,75004
suppliers.csv,Supplier,18,region,region,Paris
suppliers.csv,Supplier,18,city,city,Rue des Francs-Bourgeois
suppliers.csv,Supplier,19,country,country,USA
suppliers.csv,Supplier,19,region,region,MA
suppliers.csv,Supplier,19,city,city,Boston
suppliers.csv,Supplier,19,postalCode,postal_code,02134
suppliers.csv,Supplier,20,country,country,0512
suppliers.csv,Supplier,20,region,region,Singapore
suppliers.csv,Supplier,20,city,city,Suite #402
suppliers.csv,Supplier,21,country,country,Denmark
suppliers.csv,Supplier,21,city,city,Lyngby
suppliers.csv,Supplier,21,postalCode,postal_code,2800
suppliers.csv,Supplier,22,country,country,Netherlands
suppliers.csv,Supplier,22,city,city,Zaandam
suppliers.csv,Supplier,22,postalCode,postal_code,9999 ZZ
suppliers.csv,Supplier,23,country,country,Finland
suppliers.csv,Supplier,23,city,city,Lappeenranta
suppliers.csv,Supplier,23,postalCode,postal_code,53120
suppliers.csv,Supplier,24,country,country,2042
suppliers.csv,Supplier,24,region,region,Sydney
suppliers.csv,Supplier,24,city,city,170 Prince Edward Parade Hunter's Hill
suppliers.csv,Supplier,24,postalCode,postal_code,NSW
suppliers.csv,Supplier,25,country,country,Canada
suppliers.csv,Supplier,25,region,region,Québec
suppliers.csv,Supplier,25,city,city,Montréal
suppliers.csv,Supplier,25,postalCode,postal_code,H1J 1C3
suppliers.csv,Supplier,26,country,country,84100
suppliers.csv,Supplier,26,region,region,Salerno
suppliers.csv,Supplier,26,city,city,153
suppliers.csv,Supplier,27,country,country,71300
suppliers.csv,Supplier,27,region,region,Montceau
suppliers.csv,Supplier,27,city,city,rue H. Voiron
suppliers.csv,Supplier,28,country,country,74000
suppliers.csv,Supplier,28,region,region,Annecy
suppliers.csv,Supplier,28,city,city,rue des Alpes
suppliers.csv,Supplier,29,country,country,Canada
suppliers.csv,Supplier,29,region,region,Québec
suppliers.csv,Supplier,29,city,city,Ste-Hyacinthe
suppliers.csv,Supplier,29,postalCode,postal_code,J2S 7S8
employees.csv,Employee,1,country,country,USA
employees.csv,Employee,1,region,region,WA
employees.csv,Employee,1,city,city,Seattle
employees.csv,Employee,1,postalCode,postal_code,98122
employees.csv,Employee,2,country,country,USA
employees.csv,Employee,2,region,region,WA
employees.csv,Employee,2,city,city,Tacoma
employees.csv,Employee,2,postalCode,postal_code,98401
employees.csv,Employee,3,country,country,USA
employees.csv,Employee,3,region,region,WA
employees.csv,Employee,3,city,city,Kirkland
employees.csv,Employee,3,postalCode,postal_code,98033
employees.csv,Employee,4,country,country,USA
employees.csv,Employee,4,region,region,WA
employees.csv,Employee,4,city,city,Redmond
employees.csv,Employee,4,postalCode,postal_code,98052
employees.csv,Employee,5,country,country,UK
employees.csv,Employee,5,city,city,London
employees.csv,Employee,5,postalCode,postal_code,SW1 8JR
employees.csv,Employee,6,country,country,UK
employees.csv,Employee,6,city,city,London
employees.csv,Employee,6,postalCode,postal_code,EC2 7JR
employees.csv,Employee,7,country,country,UK
employees.csv,Employee,7,city,city,London
employees.csv,Employee,7,postalCode,postal_code,RG1 9SP
employees.csv,Employee,8,country,country,USA
employees.csv,Employee,8,region,region,WA
employees.csv,Employee,8,city,city,Seattle
employees.csv,Employee,8,postalCode,postal_code,98105
employees.csv,Employee,9,country,country,UK
employees.csv,Employee,9,city,city,London
employees.csv,Employee,9,postalCode,postal_code,WG2 7LT
orders.csv,Order,10248,shipCountry,country,France
orders.csv,Order,10248,shipCity,city,Reims
orders.csv,Order,10248,shipPostalCode,postal_code,51100
orders.csv,Order,10249,shipCountry,country,Germany
orders.csv,Order,10249,shipCity,city,Münster
orders.csv,Order,10249,shipPostalCode,postal_code,44087
orders.csv,Order,10250,shipCountry,country,05454-876
orders.csv,Order,10250,shipRegion,region,Rio de Janeiro
orders.csv,Order,10250,shipCity,city,67
orders.csv,Order,10250,shipPostalCode,postal_code,RJ
orders.csv,Order,10251,shipCountry,country,69004
orders.csv,Order,10251,shipRegion,region,Lyon
orders.csv,Order,10251,shipCity,city,rue du Commerce
orders.csv,Order,10252,shipCountry,country,B-6000
orders.csv,Order,10252,shipRegion,region,Charleroi
orders.csv,Order,10252,shipCity,city,255
orders.csv,Order,10253,shipCountry,country,05454-876
orders.csv,Order,10253,shipRegion,region,Rio de Janeiro
orders.csv,Order,10253,shipCity,city,67
orders.csv,Order,10253,shipPostalCode,postal_code,RJ
orders.csv,Order,10254,shipCountry,country,Switzerland
orders.csv,Order,10254,shipCity,city,Bern
orders.csv,Order,10254,shipPostalCode,postal_code,3012
orders.csv,Order,10255,shipCountry,country,Switzerland
orders.csv,Order,10255,shipCity,city,Genève
orders.csv,Order,10255,shipPostalCode,postal_code,1204
orders.csv,Order,10256,shipCountry,country,08737-363
orders.csv,Order,10256,shipRegion,region,Resende
orders.csv,Order,10256,shipCity,city,12
orders.csv,Order,10256,shipPostalCode,postal_code,SP
orders.csv,Order,10257,shipCountry,country,Venezuela
orders.csv,Order,10257,shipRegion,region,Táchira
orders.csv,Order,10257,shipCity,city,San Cristóbal
orders.csv,Order,10257,shipPostalCode,postal_code,5022
orders.csv,Order,10258,shipCountry,country,Austria
orders.csv,Order,10258,shipCity,city,Graz
orders.csv,Order,10258,shipPostalCode,postal_code,8010
orders.csv,Order,10259,shipCountry,country,Mexico
orders.csv,Order,10259,shipCity,city,México D.F.
orders.csv,Order,10259,shipPostalCode,postal_code,05022
orders.csv,Order,10260,shipCountry,country,Germany
orders.csv,Order,10260,shipCity,city,Köln
orders.csv,Order,10260,shipPostalCode,postal_code,50739
orders.csv,Order,10261,shipCountry,country,02389-673
orders.csv,Order,10261,shipRegion,region,Rio de Janeiro
orders.csv,Order,10261,shipCity,city,12
orders.csv,Order,10261,shipPostalCode,postal_code,RJ
orders.csv,Order,10262,shipCountry,country,USA
orders.csv,Order,10262,shipRegion,region,NM
orders.csv,Order,10262,shipCity,city,Albuquerque
orders.csv,Order,10262,shipPostalCode,postal_code,87110
orders.csv,Order,10263,shipCountry,country,Austria
orders.csv,Order,10263,shipCity,city,Graz
orders.csv,Order,10263,shipPostalCode,postal_code,8010
orders.csv,Order,10264,shipCountry,country,Sweden
orders.csv,Order,10264,shipCity,city,Bräcke
orders.csv,Order,10264,shipPostalCode,postal_code,S-844 67
orders.csv,Order,10265,shipCountry,country,67000
orders.csv,Order,10265,shipRegion,region,Strasbourg
orders.csv,Order,10265,shipCity,city,place Kléber
orders.csv,Order,10266,shipCountry,country,Finland
orders.csv,Order,10266,shipCity,city,Oulu
orders.csv,Order,10266,shipPostalCode,postal_code,90110
orders.csv,Order,10267,shipCountry,country,Germany
orders.csv,Order,10267,shipCity,city,München
orders.csv,Order,10267,shipPostalCode,postal_code,80805
orders.csv,Order,10268,shipCountry,country,Venezuela
orders.csv,Order,10268,shipRegion,region,DF
orders.csv,Order,10268,shipCity,city,Caracas
orders.csv,Order,10268,shipPostalCode,postal_code,1081
orders.csv,Order,10269,shipCountry,country,USA
orders.csv,Order,10269,shipRegion,region,WA
orders.csv,Order,10269,shipCity,city,Seattle
orders.csv,Order,10269,shipPostalCode,postal_code,98124
orders.csv,Order,10270,shipCountry,country,Finland
orders.csv,Order,10270,shipCity,city,Oulu
orders.csv,Order,10270,shipPostalCode,postal_code,90110
orders.csv,Order,10271,shipCountry,country,USA
orders.csv,Order,10271,shipRegion,region,WY
orders.csv,Order,10271,shipCity,city,Lander
orders.csv,Order,10271,shipPostalCode,postal_code,82520
orders.csv,Order,10272,shipCountry,country,USA
orders.csv,Order,10272,shipRegion,region,NM
orders.csv,Order,10272,shipCity,city,Albuquerque
orders.csv,Order,10272,shipPostalCode,postal_code,87110
orders.csv,Order,10273,shipCountry,country,Germany
orders.csv,Order,10273,shipCity,city,Cunewalde
orders.csv,Order,10273,shipPostalCode,postal_code,01307
orders.csv,Order,10274,shipCountry,country,France
orders.csv,Order,10274,shipCity,city,Reims
orders.csv,Order,10274,shipPostalCode,postal_code,51100
orders.csv,Order,10275,shipCountry,country,Italy
orders.csv,Order,10275,shipCity,city,Bergamo
orders.csv,Order,10275,shipPostalCode,postal_code,24100
orders.csv,Order,10276,shipCountry,country,Mexico
orders.csv,Order,10276,shipCity,city,México D.F.
orders.csv,Order,10276,shipPostalCode,postal_code,05033
orders.csv,Order,10277,shipCountry,country,Germany
orders.csv,Order,10277,shipCity,city,Leipzig
orders.csv,Order,10277,shipPostalCode,postal_code,04179
orders.csv,Order,10278,shipCountry,country,Sweden
orders.csv,Order,10278,shipCity,city,Luleå
orders.csv,Order,10278,shipPostalCode,postal_code,S-958 22
orders.csv,Order,10279,shipCountry,country,Germany
orders.csv,Order,10279,shipCity,city,Frankfurt a.M.
orders.csv,Order,10279,shipPostalCode,postal_code,60528
orders.csv,Order,10280,shipCountry,country,Sweden
orders.csv,Order,10280,shipCity,city,Luleå
orders.csv,Order,10280,shipPostalCode,postal_code,S-958 22
orders.csv,Order,10281,shipCountry,country,28001
orders.csv,Order,10281,shipRegion,region,Madrid
orders.csv,Order,10281,shipCity,city,1
orders.csv,Order,10282,shipCountry,country,28001
orders.csv,Order,10282,shipRegion,region,Madrid
orders.csv,Order,10282,shipCity,city,1
orders.csv,Order,10283,shipCountry,country,Venezuela
orders.csv,Order,10283,shipRegion,region,Lara
orders.csv,Order,10283,shipCity,city,Barquisimeto
orders.csv,Order,10283,shipPostalCode,postal_code,3508
orders.csv,Order,10284,shipCountry,country,Germany
orders.csv,Order,10284,shipCity,city,Frankfurt a.M.
